Chemical,Cell line,CMap dose,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
cefapirin,HL60,0.000009,0.0002638,0.001003,0.0005103,0.001003,0.009137,0.0002638,0.0002638,0.0002638,0.0002638,0.0002638,0.0002638,0.0002638,0.0002638,0.0005103,0.0002638,0.0002638,0.0002638,0.4572,0.0002638,0.0005103,0.0002638,0.0002638,0.004208,0.0002638,0.0007568,0.0002638,0.0002638,0.0002638,0.0002638,0.0002638,0.0002638,0.0002638,0.0002638,0.0005103,0.0002638,0.0002638,0.0002638,0.0002638,0.002975,0.0002638,0.0002638,0.0002638,0.002975,0.0002638,0.0005103,0.0005103,0.0002638,0.0002638,0.1903,0.0002638,0.0002638,0.0002638,0.002482,0.0002638,0.0005103,0.0002638,0.0002638,0.001743,0.0002638,0.001743,0.0002638,0.0002638,0.0005103,0.0002638,0.0002638,0.0007568,0.0005103,0.0002638,0.00125,0.0005103,0.0002638,0.0002638,0.001743,0.09689,0.001003,0.0002638,0.0002638,0.0002638,0.0005103,0.0002638,0.0005103,0.00125,0.0002638,0.0005103,0.0002638,0.1346,0.0002638,0.0002638,0.0002638,0.0002638,0.06238,0.0002638,0.0002638,0.0002638,0.0005103,0.0002638,0.0002638,0.0002638,0.0002638,0.0002638
cephaeline,HL60,0.000006,0.00001039,0.0000201,0.0005346,0.001224,0.00007835,0.00002981,0.00101,0.00002981,0.00004922,0.000321,0.00001039,0.01037,0.1723,0.00002981,0.01986,0.001535,0.00001039,0.00001039,0.0001269,0.0001366,0.0000201,0.00003951,0.00001039,0.02867,0.00001039,0.0000201,0.00006864,0.0000201,0.0001075,0.0000201,0.0008938,0.00005893,0.0000201,0.0003502,0.0000201,0.0000201,0.00001039,0.00009776,0.00001039,0.0002143,0.0001269,0.00102,0.00003951,0.0000201,0.0000201,0.003457,0.0001172,0.00002981,0.00001039,0.00001039,0.00001039,0.00001039,0.001282,0.00002981,0.00001039,0.001544,0.001059,0.00008805,0.3404,0.09204,0.002874,0.00001039,0.01572,0.07779,0.003534,0.0000201,0.00001039,0.00003951,0.00001039,0.00001039,0.00001039,0.001826,0.00001039,0.00001039,0.0000201,0.00001039,0.00002981,0.00001039,0.00001039,0.00003951,0.0238,0.0000201,0.00006864,0.00004922,0.008913,0.00009776,0.00009776,0.0001269,0.00002981,0.001127,0.00001039,0.00002981,0.00001039,0.0000201,0.00001039,0.07101,0.0000201,0.09076,0.0001657,0.02193
cephaeline,MCF7,0.000006,0.00001328,0.00006294,0.00001328,0.02023,0.00001328,0.00001328,0.0000257,0.00001328,0.00001328,0.0000257,0.0000257,0.00003811,0.000336,0.00001328,0.05412,0.00005053,0.00003811,0.0000257,0.00003811,0.00003811,0.00001328,0.0003485,0.00001328,0.05311,0.01614,0.0001747,0.0001622,0.00005053,0.00008777,0.00003811,0.00007535,0.0000257,0.0000257,0.00006294,0.0000257,0.00001328,0.00001328,0.00001328,0.00001328,0.00003811,0.00001328,0.0305,0.0000257,0.0000257,0.0000257,0.03825,0.0001002,0.00001328,0.0000257,0.000336,0.00001328,0.00005053,0.0000257,0.00003811,0.00001328,0.00001328,0.001404,0.0000257,0.5272,0.02009,0.00006294,0.00001328,0.009323,0.0002988,0.00008777,0.00001328,0.00001328,0.00001328,0.00001328,0.00001328,0.00001328,0.00001328,0.00001328,0.0007829,0.0003236,0.00005053,0.00006294,0.00001328,0.0000257,0.0001126,0.00003811,0.00001328,0.00006294,0.00001328,0.02912,0.0000257,0.00001328,0.001416,0.0001126,0.00001328,0.00001328,0.00001328,0.00003811,0.00001328,0.00001328,0.00001328,0.01378,0.1801,0.0001002,0.00001328
cephaeline,PC3,0.000006,0.0003531,0.00003092,0.02324,0.0002122,0.00001078,0.01566,0.00003092,0.00005106,0.00008126,0.00002085,0.00003092,0.00002085,0.00005106,0.00003092,0.0001215,0.00001078,0.00003092,0.01035,0.00001078,0.0002424,0.00001078,0.0007157,0.00001078,0.03111,0.03093,0.0001115,0.00001078,0.00002085,0.00004099,0.00004099,0.09103,0.00009133,0.00003092,0.00002085,0.00001078,0.00001078,0.00001078,0.00002085,0.00001078,0.0002323,0.00003092,0.01692,0.0001719,0.00001078,0.0002222,0.02874,0.0004639,0.00002085,0.00001078,0.0001618,0.00001078,0.00001078,0.00001078,0.00004099,0.00001078,0.0001115,0.00003092,0.0002525,0.4535,0.002458,0.00005106,0.00001078,0.000474,0.0001014,0.00002085,0.00001078,0.0001316,0.00003092,0.00001078,0.00001078,0.00001078,0.001048,0.00003092,0.00006113,0.03744,0.0002021,0.00001078,0.00001078,0.00001078,0.04467,0.00006113,0.00001078,0.08045,0.0001719,0.00008126,0.0001014,0.00001078,0.002861,0.00002085,0.00009133,0.00004099,0.00002085,0.001592,0.00001078,0.00001078,0.0000712,0.01998,0.1017,0.00008126,0.00002085
chenodeoxycholic acid,HL60,0.0000102,0.00458,0.0009667,0.0009667,0.005483,0.0009667,0.009097,0.07504,0.0009667,0.0009667,0.0009667,0.0009667,0.0009667,0.0009667,0.009097,0.0009667,0.002773,0.0009667,0.02536,0.0009667,0.002773,0.002773,0.003677,0.0009667,0.0009667,0.003677,0.0009667,0.003677,0.00187,0.4716,0.002773,0.0009667,0.0009667,0.00458,0.006387,0.0009667,0.07143,0.0009667,0.00187,0.0009667,0.002773,0.00187,0.0009667,0.0009667,0.0009667,0.0009667,0.0009667,0.00458,0.04433,0.002773,0.00187,0.0009667,0.01,0.0009667,0.03891,0.0009667,0.002773,0.0009667,0.003677,0.0009667,0.0009667,0.002773,0.0009667,0.0009667,0.0009667,0.00187,0.0009667,0.0009667,0.0009667,0.0009667,0.0009667,0.0009667,0.00187,0.0009667,0.0009667,0.0009667,0.0009667,0.002773,0.0009667,0.0009667,0.00187,0.0009667,0.0009667,0.01181,0.0009667,0.00187,0.01,0.0009667,0.0009667,0.0009667,0.0009667,0.0009667,0.0009667,0.009097,0.0009667,0.0009667,0.07504,0.0009667,0.0009667,0.0009667,0.0009667
chenodeoxycholic acid,PC3,0.0000102,0.05873,0.00006686,0.00006686,0.00006686,0.00006686,0.0001293,0.00006686,0.0001918,0.00006686,0.0003792,0.00006686,0.0001293,0.0001293,0.3797,0.0003792,0.0005666,0.00006686,0.002941,0.0004417,0.01662,0.00006686,0.0004417,0.0003167,0.00006686,0.0002543,0.00006686,0.00006686,0.00006686,0.4757,0.00006686,0.0003167,0.0001918,0.0001293,0.0002543,0.0008165,0.01806,0.0001918,0.0001293,0.0002543,0.00006686,0.0001293,0.00006686,0.00006686,0.0006291,0.00006686,0.00006686,0.0001293,0.007251,0.00006686,0.0009415,0.00006686,0.00006686,0.00006686,0.00006686,0.00006686,0.00006686,0.00006686,0.00006686,0.00006686,0.00006686,0.0001293,0.0005042,0.00006686,0.00006686,0.00006686,0.003878,0.000879,0.00006686,0.0003792,0.0001293,0.00006686,0.00006686,0.00006686,0.0001293,0.0003167,0.0003167,0.0003167,0.00006686,0.0006291,0.00006686,0.0001293,0.00006686,0.00006686,0.0001293,0.00006686,0.001754,0.01593,0.003253,0.00006686,0.00006686,0.00006686,0.0001918,0.0001918,0.0003167,0.0005042,0.00006686,0.00006686,0.0001293,0.00006686,0.0002543
chenodeoxycholic acid,MCF7,0.0000102,0.002111,0.002111,0.002111,0.002111,0.01394,0.002111,0.006055,0.002111,0.002111,0.002111,0.002111,0.006055,0.006055,0.002111,0.004083,0.01986,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.004083,0.002111,0.01986,0.006055,0.004083,0.002111,0.002111,0.002111,0.002111,0.002111,0.01,0.04353,0.002111,0.002111,0.002111,0.006055,0.002111,0.002111,0.006055,0.002111,0.002111,0.004083,0.3058,0.002111,0.002111,0.002111,0.05734,0.002111,0.02775,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.01789,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.004083,0.002111,0.004083,0.002111,0.002111,0.004083,0.1579,0.002111,0.004083,0.002111,0.002111,0.002111,0.004083,0.002111,0.002111,0.002111,0.004083,0.004083,0.09087,0.002111,0.004083,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111,0.002111
chlorambucil,PC3,0.0000132,0.0002164,0.00003814,0.4245,0.00003814,0.00003814,0.00003814,0.1344,0.00007378,0.00007378,0.00003814,0.00003814,0.00003814,0.0001451,0.00003814,0.00007378,0.00007378,0.00003814,0.0205,0.00003814,0.001286,0.00007378,0.0001094,0.00003814,0.06234,0.00003814,0.0001807,0.0004302,0.00007378,0.04434,0.0001094,0.0001451,0.0001451,0.00003814,0.0003233,0.00003814,0.00003814,0.00003814,0.0001451,0.00003814,0.00003814,0.00003814,0.00003814,0.0001094,0.00003814,0.0003589,0.02877,0.00003814,0.00003814,0.008485,0.0001094,0.00003814,0.00003814,0.00003814,0.0001094,0.00003814,0.0001094,0.1238,0.00007378,0.00003814,0.00003814,0.00003814,0.00003814,0.00007378,0.0001807,0.00003814,0.00003814,0.00003814,0.0001094,0.00003814,0.00007378,0.00003814,0.001678,0.00007378,0.00003814,0.0001451,0.0001451,0.00003814,0.00003814,0.00003814,0.00003814,0.00007378,0.00003814,0.00003814,0.0001094,0.002747,0.1391,0.0001451,0.00003814,0.00003814,0.00003814,0.00003814,0.00003814,0.00003814,0.001464,0.00003814,0.00003814,0.00003814,0.00003814,0.00003814,0.00003814
chlorambucil,MCF7,0.0000132,0.0002606,0.0005041,0.5722,0.0002606,0.0002606,0.0002606,0.001721,0.0007475,0.0002606,0.0002606,0.0002606,0.0002606,0.0002606,0.0002606,0.0002606,0.0005041,0.0002606,0.000991,0.0002606,0.05358,0.0002606,0.0002606,0.0002606,0.01268,0.0005041,0.001235,0.0005041,0.0002606,0.0002606,0.001965,0.0002606,0.0002606,0.0002606,0.0002606,0.008296,0.0002606,0.0002606,0.0002606,0.0005041,0.0005041,0.0007475,0.0002606,0.0005041,0.0002606,0.01536,0.000991,0.0002606,0.0002606,0.0002606,0.0002606,0.0002606,0.0002606,0.0002606,0.0002606,0.0002606,0.0007475,0.001235,0.0005041,0.0002606,0.0005041,0.0005041,0.0002606,0.001721,0.02826,0.001721,0.0002606,0.004156,0.0002606,0.0002606,0.0002606,0.0002606,0.01122,0.0002606,0.0002606,0.2481,0.0002606,0.0002606,0.0002606,0.0005041,0.0002606,0.0002606,0.0002606,0.0002606,0.0002606,0.001478,0.005617,0.0002606,0.0002606,0.0002606,0.0002606,0.001235,0.0005041,0.0002606,0.0005041,0.0002606,0.0002606,0.0002606,0.0002606,0.000991,0.0002606
chloramphenicol,PC3,0.0000124,0.00004076,0.00004076,0.04582,0.00004076,0.00007884,0.00007884,0.06006,0.00007884,0.00004076,0.00007884,0.00007884,0.00007884,0.00007884,0.01177,0.00007884,0.0001169,0.0009548,0.00007884,0.02959,0.00004076,0.001831,0.1591,0.02556,0.00004076,0.00004076,0.00004076,0.00007884,0.00007884,0.3078,0.00004076,0.00004076,0.00004076,0.00007884,0.0003074,0.0002693,0.000155,0.00004076,0.00004076,0.00004076,0.00007884,0.00004076,0.00004076,0.00004076,0.0005359,0.00007884,0.00004076,0.00004076,0.002174,0.00004076,0.04399,0.00004076,0.01482,0.01779,0.00004076,0.00007884,0.000155,0.00004076,0.0001169,0.00004076,0.000612,0.004573,0.00007884,0.00004076,0.00004076,0.001069,0.00007884,0.00007884,0.0001169,0.00007884,0.00004076,0.00004076,0.00004076,0.00007884,0.0001169,0.00004076,0.0009548,0.00004076,0.00004076,0.003278,0.0001169,0.0008786,0.002897,0.0001169,0.000155,0.00004076,0.0001169,0.0286,0.2297,0.00004076,0.00004076,0.00004076,0.00004076,0.00004076,0.0002312,0.00004076,0.00004076,0.00004076,0.00007884,0.00007884,0.00004076
chloramphenicol,HL60,0.0000124,0.00006792,0.008128,0.0005756,0.007239,0.0001314,0.00006792,0.002035,0.0005756,0.00006792,0.00006792,0.0001314,0.006668,0.00006792,0.00006792,0.0004487,0.00006792,0.00006792,0.00006792,0.0005122,0.00006792,0.00006792,0.0001314,0.00006792,0.0002583,0.00006792,0.00006792,0.1217,0.00006792,0.0001314,0.0001314,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.0001314,0.00006792,0.0001314,0.004764,0.0001314,0.00006792,0.07889,0.01371,0.00006792,0.0001314,0.0005122,0.0001314,0.0005122,0.0002583,0.00006792,0.0001948,0.00006792,0.00006792,0.00006792,0.004447,0.0005756,0.0001314,0.0001314,0.0001314,0.00006792,0.00006792,0.00006792,0.00006792,0.0002583,0.0004487,0.00006792,0.2821,0.00006792,0.0001314,0.00006792,0.00006792,0.00006792,0.1848,0.0001314,0.0005122,0.00006792,0.00006792,0.00006792,0.0001314,0.0001948,0.0003852,0.0004487,0.00006792,0.001337,0.0003218,0.0001314,0.00006792,0.0001314,0.0001314,0.1509,0.008699,0.07978,0.00006792,0.03174,0.0001948,0.00006792,0.0001948,0.00006792,0.0001948,0.00006792
chloramphenicol,MCF7,0.0000124,0.003486,0.003486,0.003486,0.003486,0.01,0.003486,0.4237,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.006743,0.003486,0.003486,0.006743,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.01,0.003486,0.003486,0.003486,0.006743,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.006743,0.003486,0.03606,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.006743,0.003486,0.003486,0.003486,0.003486,0.137,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.003486,0.02629,0.003486,0.01326,0.003486,0.003486,0.003486,0.003486,0.003486,0.006743,0.003486,0.003486,0.003486
chloroquine,MCF7,0.0000078,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.007505,0.0009573,0.007817,0.0003337,0.0003337,0.0009573,0.0003337,0.0003337,0.0009573,0.002205,0.002205,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.2701,0.0003337,0.0006455,0.001893,0.0003337,0.0003337,0.0655,0.0009573,0.0006455,0.0003337,0.0003337,0.001581,0.0003337,0.0003337,0.0003337,0.0006455,0.0003337,0.0003337,0.0006455,0.0003337,0.0003337,0.01187,0.0003337,0.3009,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.003452,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.001269,0.0003337,0.0003337,0.0003337,0.0003337,0.0006455,0.0003337,0.0006455,0.001581,0.0006455,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.1163,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0003337,0.0006455,0.1725
chloroquine,PC3,0.0000078,0.002629,0.002629,0.002629,0.002629,0.7053,0.002629,0.002629,0.002629,0.01246,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.005086,0.002629,0.002629,0.002629,0.002629,0.005086,0.002629,0.007543,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.007543,0.002629,0.007543,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.007543,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629,0.002629
chrysin,HL60,0.0000158,0.00006792,0.003114,0.001083,0.0006391,0.1047,0.00006792,0.00006792,0.0001314,0.0001948,0.00006792,0.00006792,0.00006792,0.0001314,0.00006792,0.00006792,0.00006792,0.00006792,0.0001314,0.00006792,0.0001948,0.00006792,0.00006792,0.0001314,0.0001314,0.163,0.0001314,0.000766,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.225,0.00006792,0.0008929,0.0007026,0.00006792,0.0001948,0.00413,0.0001314,0.00006792,0.00006792,0.05826,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.0003218,0.0001314,0.0009564,0.0002583,0.0003218,0.0002583,0.00006792,0.00006792,0.001972,0.02336,0.00006792,0.00006792,0.04437,0.0001314,0.00006792,0.00006792,0.0001314,0.00006792,0.05319,0.0003218,0.0001314,0.00006792,0.00006792,0.00006792,0.0001948,0.00006792,0.00006792,0.0002583,0.00006792,0.0003218,0.07502,0.001781,0.00006792,0.00006792,0.00006792,0.00006792,0.2285,0.0001314,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.00006792,0.0001314,0.00006792
ciclacillin,MCF7,0.0000118,0.0008973,0.0004639,0.002198,0.0004639,0.0004639,0.0004639,0.08239,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.001331,0.001764,0.0004639,0.0004639,0.0004639,0.002631,0.0004639,0.0004639,0.0004639,0.001331,0.08672,0.0004639,0.0004639,0.0004639,0.0004639,0.6615,0.0004639,0.0004639,0.0008973,0.0004639,0.0004639,0.0004639,0.0008973,0.004798,0.0004639,0.0004639,0.02517,0.0004639,0.0004639,0.0004639,0.001331,0.0004639,0.0004639,0.0004639,0.001331,0.0004639,0.001331,0.0004639,0.004798,0.0004639,0.0004639,0.0004639,0.001764,0.0004639,0.002198,0.0008973,0.0008973,0.0004639,0.0004639,0.0004639,0.0004639,0.004365,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.04034,0.0004639,0.001764,0.0004639,0.0004639,0.001764,0.0008973,0.0004639,0.0004639,0.001764,0.02344,0.0008973,0.0008973,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.0004639,0.002631,0.001331,0.001764,0.0004639
ciclacillin,PC3,0.0000118,0.001118,0.001118,0.001118,0.001118,0.005298,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.003208,0.003208,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.3585,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.003208,0.001118,0.001118,0.001118,0.001118,0.4651,0.001118,0.001118,0.001118,0.004253,0.001118,0.001118,0.002163,0.002163,0.001118,0.001118,0.001118,0.002163,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.002163,0.001118,0.001118,0.001118,0.004253,0.001118,0.001118,0.001118,0.02202,0.001118,0.001118,0.006343,0.001118,0.002163,0.001118,0.001118,0.001118,0.001118,0.005298,0.001118,0.01575,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118,0.001118
cicloheximide,HL60,0.0000142,0.00008496,0.00002234,0.0007529,0.01445,0.00004321,0.00002234,0.0001685,0.0001058,0.00002234,0.0002519,0.00002234,0.00004321,0.1075,0.0001058,0.00006409,0.00006409,0.00004321,0.04981,0.00004321,0.0002519,0.00002234,0.00004321,0.0002102,0.00006409,0.005387,0.003529,0.00008496,0.00002234,0.0001685,0.00004321,0.00002234,0.00006409,0.00002234,0.0001476,0.00002234,0.00002234,0.00002234,0.00002234,0.0001685,0.0001058,0.04108,0.0002311,0.008643,0.00004321,0.0002519,0.02175,0.00006409,0.00002234,0.0001058,0.00004321,0.00002234,0.00002234,0.06611,0.00008496,0.00006409,0.001463,0.0001685,0.0001893,0.2256,0.1518,0.002986,0.00004321,0.03927,0.009353,0.1153,0.00002234,0.0006903,0.00002234,0.00002234,0.00002234,0.00002234,0.00002234,0.00004321,0.001129,0.0006486,0.00004321,0.00002234,0.00002234,0.00002234,0.00002234,0.001087,0.00002234,0.00002234,0.00117,0.0001267,0.06248,0.00008496,0.00002234,0.0001893,0.00004321,0.00004321,0.00004321,0.00008496,0.00002234,0.00002234,0.03426,0.00002234,0.01386,0.00006409,0.01482
ciclopirox,HL60,0.000015,0.00003272,0.000008602,0.000008602,0.00002468,0.000008602,0.0001131,0.000008602,0.00001664,0.000008602,0.000008602,0.00007291,0.005274,0.05448,0.000008602,0.1814,0.00003272,0.01059,0.00001664,0.00001664,0.00003272,0.01424,0.0004989,0.000008602,0.00004075,0.001086,0.00001664,0.00001664,0.00119,0.01227,0.000008602,0.0001292,0.001062,0.0001051,0.1458,0.00001664,0.00004075,0.01617,0.0002256,0.00001664,0.05504,0.00002468,0.00001664,0.000008602,0.000008602,0.000008602,0.000008602,0.05892,0.0009732,0.00001664,0.000008602,0.00002468,0.00001664,0.000008602,0.04822,0.000008602,0.000008602,0.06431,0.000008602,0.00009702,0.000008602,0.000008602,0.000008602,0.000008602,0.00003272,0.000008602,0.00586,0.00004879,0.00003272,0.00004075,0.02297,0.00004879,0.000008602,0.000008602,0.00001664,0.000008602,0.00008898,0.004711,0.03075,0.000008602,0.0084,0.00001664,0.00001664,0.05495,0.000008602,0.01936,0.000008602,0.00002468,0.006568,0.00003272,0.000008602,0.00005683,0.00001664,0.06588,0.000008602,0.000008602,0.00007291,0.000008602,0.1069,0.0001131,0.00001664
ciclosporin,HL60,0.0000034,0.00004115,0.008846,0.0003872,0.003848,0.08417,0.00004115,0.007539,0.0004641,0.00004115,0.00004115,0.00004115,0.00004115,0.00004115,0.00004115,0.00004115,0.00004115,0.00004115,0.1004,0.00004115,0.004232,0.00004115,0.00004115,0.00004115,0.00004115,0.05395,0.00004115,0.00004115,0.00004115,0.00004115,0.0000796,0.00004115,0.00004115,0.00004115,0.00004115,0.02369,0.00004115,0.006155,0.00004115,0.2511,0.0000796,0.001156,0.000195,0.0008486,0.0001181,0.00004115,0.0003103,0.0000796,0.0000796,0.02096,0.00004115,0.00004115,0.00004115,0.0811,0.0000796,0.00004115,0.00004115,0.05776,0.007962,0.0001181,0.00004115,0.00004115,0.00004115,0.00004115,0.06306,0.0001181,0.00004115,0.00004115,0.00131,0.0000796,0.02303,0.00004115,0.0000796,0.000964,0.0006179,0.0008102,0.00004115,0.04749,0.00004115,0.04126,0.0000796,0.00004115,0.0001181,0.0001181,0.0001565,0.01231,0.02934,0.00004115,0.00004115,0.0003488,0.00004115,0.003425,0.00004115,0.00004115,0.05741,0.00004115,0.00004115,0.00004115,0.00004115,0.0000796,0.00004115
cimetidine,MCF7,0.0000158,0.0001457,0.00007533,0.00007533,0.00007533,0.00007533,0.0006384,0.00007533,0.00007533,0.00007533,0.00007533,0.001061,0.0001457,0.00007533,0.08905,0.0002161,0.00007533,0.003735,0.00007533,0.0003569,0.0001457,0.001413,0.00007533,0.0002161,0.00007533,0.00007533,0.0001457,0.00007533,0.00007533,0.3934,0.00007533,0.00007533,0.0004273,0.00007533,0.01141,0.0001457,0.009015,0.00007533,0.0002865,0.00007533,0.0001457,0.0001457,0.00007533,0.00007533,0.00007533,0.00007533,0.00007533,0.00007533,0.007888,0.00007533,0.168,0.0001457,0.002257,0.00007533,0.0001457,0.0001457,0.00007533,0.00007533,0.00007533,0.0002161,0.00007533,0.01021,0.00007533,0.00007533,0.00007533,0.00007533,0.0002161,0.00007533,0.0001457,0.00007533,0.0002161,0.00007533,0.00007533,0.00007533,0.00007533,0.00007533,0.00007533,0.00007533,0.0001457,0.00007533,0.0004977,0.00007533,0.00007533,0.00092,0.00007533,0.00007533,0.00007533,0.008522,0.2728,0.00007533,0.00007533,0.00007533,0.00007533,0.000568,0.00007533,0.00007533,0.0004273,0.00007533,0.009648,0.0001457,0.00007533
cimetidine,PC3,0.0000158,0.0008514,0.004829,0.0008514,0.01915,0.0008514,0.0008514,0.0008514,0.003238,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.001647,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.001647,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.01756,0.0271,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.4981,0.0008514,0.007216,0.0008514,0.002442,0.0008514,0.0008514,0.0008514,0.001647,0.0008514,0.0008514,0.001647,0.0008514,0.0008514,0.0008514,0.001647,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.06688,0.0008514,0.03665,0.0008514,0.0008514,0.0008514,0.004033,0.0008514,0.0008514,0.2324,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.001647,0.0008514,0.0008514,0.0008514,0.0008514,0.001647,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514,0.0008514
